종목코드,종목명,시장구분,소속부,소속부,업종코드,업종명,결산월,지정자문인,상장주식수,액면가,자본금,통화구분,대표이사,대표전화,주소
"011070","LG이노텍","KOSPI",,,"032602","전자부품 제조업","12",,"23667107","5000","118335535000","원(KRW)","정철동","02-3777-1114","서울특별시 강서구 마곡중앙10로 30 LG사이언스파크 "
"066570","LG전자","KOSPI",,,"032604","통신 및 방송 장비 제조업","12",,"163647814","5000","904169030000","원(KRW)","조주완, 배두용 (각자 대표이사)","02-3777-1114","서울특별시 영등포구  여의대로 128 LG트윈타워"
"037560","LG헬로비전","KOSPI",,,"106002","텔레비전 방송업","12",,"77446865","2500","193617162500","원(KRW)","송구영","02-1855-1000","서울특별시 마포구 월드컵북로56길 19 6층(상암동, 드림타워) "
"051910","LG화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"70592343","5000","391405715000","원(KRW)","신학철","02-3777-1114","서울특별시 영등포구  여의대로 128 "
"079550","LIG넥스원","KOSPI",,,"032502","무기 및 총포탄 제조업","12",,"22000000","5000","110000000000","원(KRW)","김지찬","1644 - 2005","경기도 용인시 기흥구 마북로 207 엘아이지넥스원(주) "
"006260","LS","KOSPI",,,"116409","기타 금융업","12",,"32200000","5000","161000000000","원(KRW)","이광우","02-2189-9988","서울특별시 용산구 한강대로 92 LS용산타워 - "
"010120","LS ELECTRIC","KOSPI",,,"032801","전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업","12",,"30000000","5000","150000000000","원(KRW)","구자균, 박용상, 남기원","02-2034-4224","경기도 안양시 동안구  엘에스로 127 LS타워"
"000680","LS네트웍스","KOSPI",,,"074608","상품 종합 도매업","12",,"78803016","5000","394015080000","원(KRW)","구자용,문성준(각자 대표이사)","02-799-7114","경상남도 김해시 호계로 428 1층(부원동, 세화빌딩)"
"229640","LS전선아시아","KOSPI",,,"116409","기타 금융업","12",,"30624879","500","15312439500","원(KRW)","백인재","02-2189-8974","서울특별시 용산구 한강대로 92 LS용산타워 4층(한강로2가, LS용산타워)"
"108320","LX세미콘","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"16264300","500","8132150000","원(KRW)","손보익","042-712-7700","대전광역시 유성구  테크노2로 222 "
"001120","LX인터내셔널","KOSPI",,,"074601","상품 중개업","12",,"38760000","5000","193800000000","원(KRW)","윤춘성","02-6924-3114","서울특별시 종로구 새문안로 58 LG광화문빌딩 "
"108670","LX하우시스","KOSPI",,,"032202","플라스틱제품 제조업","12",,"8967670","5000","50000000000","원(KRW)","강계웅, 강인식","080-005-4000","서울특별시 중구 후암로 98 LG서울역빌딩 "
"383800","LX홀딩스","KOSPI",,,"116409","기타 금융업","12",,"76280690","1000","77745975000","원(KRW)","구본준, 송치호","02-6924-3123","서울특별시 종로구 새문안로 58 LG광화문빌딩"
"023150","MH에탄올","KOSPI",,,"031101","알코올음료 제조업","12",,"7378526","500","4596763000","원(KRW)","윤현의","055-231-0701","경상남도 창원시 마산회원구 내서읍 광려천남로 25 "
"035420","NAVER","KOSPI",,,"106301","자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업","12",,"164049085","100","16481339500","원(KRW)","한성숙","1588-3830","경기도 성남시 분당구  불정로 6 "
"160550","NEW","KOSDAQ","중견기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"27906106","500","13953053000","원(KRW)","김우택","02-3490-9300","서울특별시 강남구 학동로9길 5 - "
"053290","NE능률","KOSDAQ","중견기업부",,"105801","서적, 잡지 및 기타 인쇄물 출판업","12",,"16526307","500","8263153500","원(KRW)","주민홍","02-2014-7114","서울특별시 마포구 월드컵북로 396 누리꿈스퀘어 비즈니스타워 10층 "
"181710","NHN","KOSPI",,,"105802","소프트웨어 개발 및 공급업","12",,"37517915","500","18758957500","원(KRW)","정우진","1544-6859","경기도 성남시 분당구  대왕판교로645번길 16 플레이뮤지엄"
"104200","NHN벅스","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"14827550","500","7413775000","원(KRW)","왕문주","031-8038-2947","경기도 성남시 분당구 대왕판교로645번길 16 플레이뮤지엄"
"060250","NHN한국사이버결제","KOSDAQ","우량기업부",,"106309","기타 정보 서비스업","12",,"36016415","500","18008207500","원(KRW)","박준석","(02)2108-1000","서울특별시 구로구 디지털로26길 72 - "
"400760","NH올원리츠","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"42200000","500","21100000000","원(KRW)","김범수","02-6264-2834","서울특별시 영등포구 국제금융로8길 2 농협재단빌딩 5층 "
"005940","NH투자증권","KOSPI",,,"116601","금융 지원 서비스업","12",,"297033887","5000","1609400030000","원(KRW)","정영채","02-768-7000","서울특별시 영등포구 여의대로 108 파크원NH금융타워(타워2)"
"338100","NH프라임리츠","KOSPI",,,"126801","부동산 임대 및 공급업","11",,"18660000","500","9330000000","원(KRW)","권오성","02-6264-2836","서울특별시 영등포구 국제금융로8길  2 5층(여의도동, 농협재단빌딩)"
"034310","NICE","KOSPI",,,"137105","회사 본부 및 경영 컨설팅 서비스업","12",,"37882300","500","18941150000","원(KRW)","이현석","02-2122-4000","서울특별시 영등포구 은행로 17 (여의도동) NICE 그룹 1사옥"
"030190","NICE평가정보","KOSDAQ","우량기업부",,"106309","기타 정보 서비스업","12",,"60714820","500","30357410000","원(KRW)","신희부","02-2122-4000","서울특별시 영등포구 은행로 17 NICE 그룹1사옥 "
"008260","NI스틸","KOSPI",,,"032401","1차 철강 제조업","12",,"28600117","500","14300058500","원(KRW)","배종민","02-758-6789","서울특별시 동작구 동작대로 35 - "
"004250","NPC","KOSPI",,,"032202","플라스틱제품 제조업","12",,"36720000","500","21000000000","원(KRW)","최병민","031-362-2851","경기도 안산시 단원구  해안로 289 엔피씨(주) "
"010060","OCI","KOSPI",,,"032001","기초 화학물질 제조업","12",,"23849371","5000","127246855000","원(KRW)","백우석, 이우현, 김택중(3인, 각자 대표이사)","02-727-9500","서울특별시 중구  소공로 94 OCI 빌딩"
"178920","PI첨단소재","KOSPI",,,"032202","플라스틱제품 제조업","12",,"29366322","500","14683161000","원(KRW)","김태림","02-2181-8600","충청북도 진천군 이월면 고등1길 27 "
"024940","PN풍년","KOSDAQ","벤처기업부",,"032509","기타 금속 가공제품 제조업","12",,"10000000","500","5000000000","원(KRW)","유재원","031-491-2965","경기도 안산시 단원구 별망로 620 "
"005490","POSCO","KOSPI",,,"032401","1차 철강 제조업","12",,"87186835","5000","482403125000","원(KRW)","대표이사 회장    최정우,
대표이사 사장    김학동,
대표이사 부사장  전중선","054-220-0114","경상북도 포항시 남구  동해안로 6261 (주) 포스코"
"218410","RFHIC","KOSDAQ","우량기업부",,"032604","통신 및 방송 장비 제조업","12",,"26706343","500","13353171500","원(KRW)","조덕수","031-8069-3016","경기도 안양시 동안구 부림로 170 41-14(관양동)"
"327260","RF머트리얼즈","KOSDAQ","벤처기업부",,"032602","전자부품 제조업","12",,"8047697","500","4023848500","원(KRW)","한기우","031-499-2817","경기도 안산시 단원구 강촌로 213, 215(목내동) ."
"091340","S&K폴리텍","KOSDAQ","중견기업부",,"032602","전자부품 제조업","12",,"11703721","500","5851860500","원(KRW)","강원형","031-432-8061","경기도 안산시 단원구 시화벤처로 515 성곡동 808-6번지"
"010950","S-Oil","KOSPI",,,"031902","석유 정제품 제조업","12",,"112582792","2500","291511797500","원(KRW)","Hussain A.Al-Qahtani","02-3772-5151","서울특별시 마포구  백범로 192 "
"019550","SBI인베스트먼트","KOSDAQ","벤처기업부",,"116402","신탁업 및 집합투자업","12",,"162066575","500","83533287500","원(KRW)","공동대표이사 이준효
공동대표이사 소우에이이치로","02-2139-9200","서울특별시 강남구 테헤란로 509엔씨타워1 14층 "
"950110","SBI핀테크솔루션즈","KOSDAQ","외국기업(소속부없음)",,"105802","소프트웨어 개발 및 공급업","03",,"24052540","무액면","0","일본엔(JPY)","카네코 유이치","81-3-3498-5011","일본 동경 시부야구 시부야 2-1-1, 아오야마 퍼스트 빌딩 "
"034120","SBS","KOSPI",,,"106002","텔레비전 방송업","12",,"18252582","5000","91262910000","원(KRW)","박정훈(단독대표)","02-2061-0006","서울특별시 양천구  목동서로 161 "
"046140","SBS콘텐츠허브","KOSDAQ","우량기업부",,"105901","영화, 비디오물, 방송프로그램 제작 및 배급업","12",,"21463555","500","10731777500","원(KRW)","김휘진","02-2001-0631","서울특별시 마포구 상암산로 82 상암동, 에스비에스프리즘타워 "
"036120","SCI평가정보","KOSDAQ","중견기업부",,"106309","기타 정보 서비스업","12",,"35500000","500","17750000000","원(KRW)","임동훈","02  -3445-5000","서울특별시 마포구  토정로 144 건양사빌딩 "
"099220","SDN","KOSDAQ","우량기업부",,"074605","기계장비 및 관련 물품 도매업","12",,"53169438","500","26584719000","원(KRW)","최기혁","02-446-6691","경기도 성남시 분당구 대왕판교로644번길 21메디포스트 3층  "
"036540","SFA반도체","KOSDAQ","우량기업부",,"032601","반도체 제조업","12",,"164460303","500","82487451500","원(KRW)","김영민","041 -529 -0708","충청남도 천안시 서북구  백석공단7로 16 STS반도체통신(주) "
"255220","SG","KOSDAQ","중견기업부",,"032309","기타 비금속 광물제품 제조업","12",,"42590852","100","4259085200","원(KRW)","박창호","032-574-6525","인천광역시 서구 봉수대로300번길 15, 300번길 9 &nbsp"
"040610","SG&G","KOSDAQ","중견기업부",,"033003","자동차 신품 부품 제조업","12",,"34087196","500","17043598000","원(KRW)","이 의 범","02-2105-6315","경기도 안산시 단원구 원시로 239-10 (원시동)"
"049470","SGA","KOSDAQ","중견기업부",,"105802","소프트웨어 개발 및 공급업","12",,"52862249","1000","52862249000","원(KRW)","김신환","070-7308-9319","서울특별시 송파구 정의로8길 4 케이디70, 1004호 "
"184230","SGA솔루션즈","KOSDAQ","벤처기업부",,"105802","소프트웨어 개발 및 공급업","12",,"46175806","100","4617580600","원(KRW)","최영철","02-574-6856","서울특별시 송파구 정의로8길 9 에이제이빌딩 6층 "
"005090","SGC에너지","KOSPI",,,"043501","전기업","12",,"14677004","5000","73385020000","원(KRW)","이복영, 박준영, 안찬규","02-489-8000","서울특별시 서초구 양재대로 246 2층,3층 한국소비자원"
"016250","SGC이테크건설","KOSDAQ","우량기업부",,"064101","건물 건설업","12",,"2024247","5000","10121235000","원(KRW)","이복영, 안찬규","02-489-9000","서울특별시 서초구 양재대로 246(염곡동) "
"001380","SG글로벌","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"44964143","500","22482071500","원(KRW)","이의범","070-5038-6333","충청남도 예산군 예산읍 창말로 75 (주)SG글로벌"
"004060","SG세계물산","KOSPI",,,"074608","상품 종합 도매업","12",,"202424960","500","101212480000","원(KRW)","이의범","02-850-5191","서울특별시 금천구 벚꽃로 278 6층(가산동,에스제이테크노빌) "
"001770","SHD","KOSPI",,,"032401","1차 철강 제조업","12",,"1214878","5000","6074390000","원(KRW)","신종호","031-499-9922","경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)"
"002360","SH에너지화학","KOSPI",,,"032001","기초 화학물질 제조업","12",,"111133730","500","55566865000","원(KRW)","정케빈규봉","063-469-1500","전라북도 군산시 외항7길 20 "
"009160","SIMPAC","KOSPI",,,"032902","특수 목적용 기계 제조업","12",,"65429516","500","32714758000","원(KRW)","최진식","032-510-0044","인천광역시 부평구  부평북로 141 (주)SIMPAC"
"123700","SJM","KOSPI",,,"033003","자동차 신품 부품 제조업","12",,"15604898","500","7802449000","원(KRW)","김휘중 (단독 대표이사)","031-490-3838","경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠"
"025530","SJM홀딩스","KOSPI",,,"074502","자동차 부품 및 내장품 판매업","12",,"14934008","500","7467004000","원(KRW)","김용호, 김휘중(각자대표이사)","031-491-4151","경기도 안산시 단원구 별망로459번길 20 "
"034730","SK","KOSPI",,,"116409","기타 금융업","12",,"74149329","200","16143092800","원(KRW)","최태원, 장동현, 박성하","02-2121-5114","서울특별시 종로구 종로 26 SK주식회사"
"337450","SK5호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"4310000","100","431000000","원(KRW)","우종민","02-3773-8227","서울특별시 영등포구 국제금융로8길 31, 4층 "
"340350","SK6호스팩","KOSDAQ","SPAC(소속부없음)",,"116601","금융 지원 서비스업","12",,"5710000","100","571000000","원(KRW)","송문규","02-3773-9131","서울특별시 영등포구 국제금융로8길 31, 4층 "
"011790","SKC","KOSPI",,,"032004","기타 화학제품 제조업","12",,"37868298","5000","189341490000","원(KRW)","이완재","031-250-7114","경기도 수원시 장안구 장안로309번길 84 (정자동) "
"018670","SK가스","KOSPI",,,"074607","기타 전문 도매업","12",,"9230244","5000","46151220000","원(KRW)","윤병석","02-6200-8114","경기도 성남시 분당구 판교로 332 ECO Hub"
"001740","SK네트웍스","KOSPI",,,"074607","기타 전문 도매업","12",,"248187647","2500","620753237500","원(KRW)","박상규","070-7800-2114","경기도 수원시 팔달구 매산로52번길 4 - "
"006120","SK디스커버리","KOSPI",,,"116409","기타 금융업","12",,"19037855","5000","111677150000","원(KRW)","최창원, 김철, 박찬중","02-2008-2008","경기도 성남시 분당구 판교로 332 -"
"210980","SK디앤디","KOSPI",,,"126801","부동산 임대 및 공급업","12",,"22190164","1000","22190164000","원(KRW)","함스테판윤성","02-398-4700","경기도 성남시 분당구 판교로 332 (삼평동)"
"068400","SK렌터카","KOSPI",,,"147601","운송장비 임대업","12",,"47285840","500","23642920000","원(KRW)","황일문","1-599-9111","서울특별시 구로구  서부샛길 822 "
"395400","SK리츠","KOSPI",,,"126801","부동산 임대 및 공급업","03",,"155020532","500","77510266000","원(KRW)","에스케이리츠운용 주식회사","02-6353-7070","서울특별시 중구 세종대로 136 15층 "
